Frame	Occidentary	Time	Encounter Slot	PID	!!!	Nature	Ability	HP	Atk	Def	SpA	SpD	Spe	Hidden	Power	50% F	12.5%F	25% F	75% F	
120254	120267	33:24.23	0	AA9AA3F9		Mild	1	20	5	8	1	27	5	Ice	50	M	M	M	M	
120255	120312	33:24.25	2	25DCB700		Timid	0	1	28	0	20	18	2	Fighting	55	F	F	F	F	
120256	120267	33:24.26	1	AA9AA3F9		Mild	1	20	5	8	1	27	5	Ice	50	M	M	M	M	
120257	120288	33:24.28	0	ED70B88B		Quiet	1	30	0	10	8	31	16	Steel	53	M	M	M	F	
120258	120269	33:24.30	2	6C2520B4		Relaxed	0	13	24	15	22	25	18	Fire	47	M	M	M	F	
120259	120332	33:24.31	2	0C75A0C9		Modest	1	8	11	1	0	1	30	Water	36	M	M	M	M	
120260	120269	33:24.33	2	6C2520B4		Relaxed	0	13	24	15	22	25	18	Fire	47	M	M	M	F	
120261	120330	33:24.35	1	D98BA77B		Lonely	1	9	6	8	3	3	21	Ice	61	F	M	M	F	
120262	120279	33:24.36	2	1D6DEDA7		Brave	1	13	21	30	19	4	21	Ghost	42	M	M	M	F	
120263	120416	33:24.38	1	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120264	120381	33:24.40	0	1C04E304		Impish	0	20	14	21	9	4	11	Ghost	36	F	F	F	F	
120265	120276	33:24.41	0	F7640401		Brave	1	31	11	9	13	27	7	Dark	57	F	F	F	F	
120266	120375	33:24.43	0	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120267	120320	33:24.45	1	5222F335		Sassy	1	2	30	14	3	3	13	Ice	64	F	M	F	F	
120268	120291	33:24.46	1	001D7D10		Timid	0	21	18	12	4	21	30	Steel	36	F	F	F	F	
120269	120366	33:24.48	1	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120270	120363	33:24.50	2	365D66BF		Modest	1	9	18	28	5	22	12	Rock	51	M	M	M	M	
120271	120394	33:24.51	1	8DEEC7D7		Impish	1	4	9	2	17	16	0	Rock	32	M	M	M	M	
120272	120335	33:24.53	2	BCAE841E		Rash	0	25	5	9	31	12	6	Bug	45	F	F	F	F	
120273	120366	33:24.55	1	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120274	120309	33:24.56	1	2BA10C13		Hardy	1	5	6	13	24	13	0	Fire	31	F	F	F	F	
120275	120416	33:24.58	2	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120276	120375	33:24.60	0	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120277	120290	33:24.61	0	7D10A81E		Naive	0	29	0	0	18	12	21	Poison	40	F	F	F	F	
120278	120381	33:24.63	4	1C04E304		Impish	0	20	14	21	9	4	11	Ghost	36	F	F	F	F	
120279	120322	33:24.65	0	8C6DBBC2		Bold	0	14	24	24	15	12	14	Ground	45	M	M	M	M	
120280	120309	33:24.66	0	2BA10C13		Hardy	1	5	6	13	24	13	0	Fire	31	F	F	F	F	
120281	120286	33:24.68	0	949B9DDD		Hasty	1	11	4	14	11	27	16	Electric	63	M	M	M	M	
120282	120337	33:24.70	0	B3E624B9		Calm	1	0	24	7	8	10	12	Fighting	52	M	M	M	F	
120283	120366	33:24.71	2	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120284	120303	33:24.73	3	95208487		Jolly	1	0	31	12	22	28	15	Poison	46	M	M	M	F	
120285	120298	33:24.75	1	9B0C5899		Bashful	1	0	22	18	0	24	27	Flying	38	M	M	M	F	
120286	120435	33:24.76	0	27DD3DC5		Bashful	1	14	9	11	6	26	5	Ground	63	M	M	M	M	
120287	120356	33:24.78	1	767F383F		Lax	1	30	8	27	18	12	17	Poison	43	F	M	M	F	
120288	120303	33:24.80	1	95208487		Jolly	1	0	31	12	22	28	15	Poison	46	M	M	M	F	
120289	120366	33:24.81	2	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120290	120417	33:24.83	0	D051D5B6		Naughty	0	18	21	29	0	28	5	Ground	30	M	M	M	F	
120291	120312	33:24.85	0	25DCB700		Timid	0	1	28	0	20	18	2	Fighting	55	F	F	F	F	
120292	120311	33:24.86	0	B70034C5		Serious	1	28	14	9	28	0	1	Poison	31	M	M	M	M	
120293	120340	33:24.88	2	C777A90C		Rash	0	4	4	4	20	6	19	Flying	55	F	F	F	F	
120294	120297	33:24.90	1	58997B8F		Sassy	1	12	24	6	22	18	0	Fighting	63	M	M	M	F	
120295	120404	33:24.91	1	EC7C726B		Docile	1	14	17	29	10	22	26	Flying	66	F	M	M	F	
120296	120409	33:24.93	1	996C841C		Docile	0	3	11	4	27	19	23	Dragon	67	F	F	F	F	
120297	120302	33:24.95	0	84876333		Quiet	1	0	9	5	31	12	0	Bug	40	F	M	F	F	
120298	120417	33:24.96	2	D051D5B6		Naughty	0	18	21	29	0	28	5	Ground	30	M	M	M	F	
120299	120324	33:24.98	2	31EEE30E		Adamant	0	4	0	9	29	14	2	Rock	55	F	F	F	F	
120300	120337	33:25.00	0	B3E624B9		Calm	1	0	24	7	8	10	12	Fighting	52	M	M	M	F	
120301	120314	33:25.01	0	CA828381		Brave	1	6	1	1	25	4	25	Steel	30	M	M	M	F	
120302	120387	33:25.03	3	905A9CF6		Lonely	0	16	28	17	6	5	22	Fire	45	M	M	M	M	
120303	120352	33:25.05	0	2A649EB2		Careful	0	7	11	8	18	31	12	Fire	62	M	M	M	F	
120304	120319	33:25.06	1	F33554EA		Lax	0	2	17	20	30	14	2	Fighting	66	M	M	M	M	
120305	120362	33:25.08	1	66BFDE18		Naive	0	29	18	13	18	28	9	Ground	41	F	F	F	F	
120306	120375	33:25.10	1	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120307	120366	33:25.11	0	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120308	120335	33:25.13	0	BCAE841E		Rash	0	25	5	9	31	12	6	Bug	45	F	F	F	F	
120309	120356	33:25.15	2	767F383F		Lax	1	30	8	27	18	12	17	Poison	43	F	M	M	F	
120310	120413	33:25.16	1	DBB38D4F		Careful	1	30	15	1	6	21	8	Water	42	F	M	M	F	
120311	120318	33:25.18	0	54EA5702		Quiet	0	21	25	28	17	20	2	Rock	35	F	F	F	F	
120312	120363	33:25.20	1	365D66BF		Modest	1	9	18	28	5	22	12	Rock	51	M	M	M	M	
120313	120318	33:25.21	2	54EA5702		Quiet	0	21	25	28	17	20	2	Rock	35	F	F	F	F	
120314	120349	33:25.23	1	BBC1307F		Bold	1	26	5	22	21	7	18	Electric	58	M	M	M	F	
120315	120326	33:25.25	1	3BA22404		Gentle	0	22	9	12	23	10	20	Rock	61	F	F	F	F	
120316	120375	33:25.26	0	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120317	120336	33:25.28	0	24B9BCAE		Jolly	0	6	31	12	24	7	0	Fire	52	M	M	M	F	
120318	120343	33:25.30	1	17FC9A93		Hasty	1	25	19	21	16	1	20	Water	31	M	M	M	F	
120319	120330	33:25.31	0	D98BA77B		Lonely	1	9	6	8	3	3	21	Ice	61	F	M	M	F	
120320	120439	33:25.33	1	E6FC87E5		Mild	1	17	9	14	8	26	1	Poison	52	M	M	M	M	
120321	120480	33:25.35	0	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120322	120387	33:25.36	1	905A9CF6		Lonely	0	16	28	17	6	5	22	Fire	45	M	M	M	M	
120323	120416	33:25.38	1	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120324	120337	33:25.40	0	B3E624B9		Calm	1	0	24	7	8	10	12	Fighting	52	M	M	M	F	
120325	120366	33:25.41	2	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120326	120439	33:25.43	0	E6FC87E5		Mild	1	17	9	14	8	26	1	Poison	52	M	M	M	M	
120327	120370	33:25.45	1	DDBBAFB2		Gentle	0	29	18	28	24	31	23	Water	56	M	M	M	F	
120328	120351	33:25.46	1	9EB258BA		Hardy	0	4	19	10	11	8	7	Ghost	49	M	M	M	F	
120329	120366	33:25.48	3	719958AC		Mild	0	5	13	22	1	5	5	Dragon	32	M	M	M	F	
120330	120343	33:25.50	1	17FC9A93		Hasty	1	25	19	21	16	1	20	Water	31	M	M	M	F	
120331	120362	33:25.51	2	66BFDE18		Naive	0	29	18	13	18	28	9	Ground	41	F	F	F	F	
120332	120357	33:25.53	1	6D1E767F		Lax	1	17	18	12	0	30	23	Poison	56	M	M	M	F	
120333	120388	33:25.55	2	C790905A		Sassy	0	22	6	5	2	16	28	Fighting	42	F	M	M	F	
120334	120621	33:25.56	2	65B67DEA		Brave	0	14	27	15	21	31	14	Psychic	59	M	M	M	M	
120335	120368	33:25.58	0	142559A5		Lonely	1	18	29	11	13	23	27	Dragon	58	M	M	M	F	
120336	120417	33:25.60	0	D051D5B6		Naughty	0	18	21	29	0	28	5	Ground	30	M	M	M	F	
120337	120374	33:25.61	0	03D72F10		Hasty	0	10	12	6	20	12	12	Fighting	33	F	F	F	F	
120338	120387	33:25.63	1	905A9CF6		Lonely	0	16	28	17	6	5	22	Fire	45	M	M	M	M	
120339	120398	33:25.65	0	04C276E8		Jolly	0	10	1	7	25	12	13	Steel	33	M	M	M	M	
120340	120345	33:25.66	1	0614D679		Gentle	1	18	25	9	11	21	31	Dragon	45	F	M	M	F	
120341	120370	33:25.68	1	DDBBAFB2		Gentle	0	29	18	28	24	31	23	Water	56	M	M	M	F	
120342	120363	33:25.70	3	365D66BF		Modest	1	9	18	28	5	22	12	Rock	51	M	M	M	M	
120343	120464	33:25.71	1	782FD686		Bold	0	30	26	18	29	0	2	Ground	39	M	M	M	F	
120344	120409	33:25.73	1	996C841C		Docile	0	3	11	4	27	19	23	Dragon	67	F	F	F	F	
120345	120500	33:25.75	0	9296F191		Brave	1	31	31	15	25	13	15	Dark	39	M	M	M	F	
120346	120349	33:25.76	1	BBC1307F		Bold	1	26	5	22	21	7	18	Electric	58	M	M	M	F	
120347	120414	33:25.78	0	85FEDBB3		Modest	1	8	6	21	13	21	22	Psychic	36	M	M	M	F	
120348	120363	33:25.80	1	365D66BF		Modest	1	9	18	28	5	22	12	Rock	51	M	M	M	M	
120349	120362	33:25.81	0	66BFDE18		Naive	0	29	18	13	18	28	9	Ground	41	F	F	F	F	
120350	120387	33:25.83	1	905A9CF6		Lonely	0	16	28	17	6	5	22	Fire	45	M	M	M	M	
120351	120500	33:25.85	0	9296F191		Brave	1	31	31	15	25	13	15	Dark	39	M	M	M	F	
120352	120387	33:25.86	0	905A9CF6		Lonely	0	16	28	17	6	5	22	Fire	45	M	M	M	M	
120353	120416	33:25.88	1	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120354	120375	33:25.90	1	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120355	120450	33:25.91	0	5DC7E266		Timid	0	9	31	19	10	8	22	Flying	49	F	M	M	F	
120356	120405	33:25.93	4	762EEC7C		Lax	0	26	10	22	6	18	19	Flying	70	F	M	M	F	
120357	120480	33:25.95	0	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120358	120435	33:25.96	0	27DD3DC5		Bashful	1	14	9	11	6	26	5	Ground	63	M	M	M	M	
120359	120464	33:25.98	1	782FD686		Bold	0	30	26	18	29	0	2	Ground	39	M	M	M	F	
120360	120409	33:26.00	1	996C841C		Docile	0	3	11	4	27	19	23	Dragon	67	F	F	F	F	
120361	120476	33:26.01	1	C75ACA2A		Adamant	0	17	7	27	21	30	6	Bug	59	F	M	F	F	
120362	120383	33:26.03	1	112B55D4		Quiet	0	29	9	21	27	15	20	Ice	60	M	M	M	M	
120363	120416	33:26.05	0	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120364	120441	33:26.06	0	6901B931		Hardy	1	19	11	15	27	22	5	Steel	64	F	M	F	F	
120365	120404	33:26.08	1	EC7C726B		Docile	1	14	17	29	10	22	26	Flying	66	F	M	M	F	
120366	120375	33:26.10	0	998A03D7		Quirky	1	12	20	12	28	14	20	Fighting	50	M	M	M	M	
120367	120416	33:26.11	2	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120368	120431	33:26.13	1	E8687960		Adamant	0	24	22	21	8	27	6	Fire	56	F	M	M	F	
120369	120398	33:26.15	1	04C276E8		Jolly	0	10	1	7	25	12	13	Steel	33	M	M	M	M	
120370	120621	33:26.16	1	65B67DEA		Brave	0	14	27	15	21	31	14	Psychic	59	M	M	M	M	
120371	120450	33:26.18	1	5DC7E266		Timid	0	9	31	19	10	8	22	Flying	49	F	M	M	F	
120372	120413	33:26.20	1	DBB38D4F		Careful	1	30	15	1	6	21	8	Water	42	F	M	M	F	
120373	120394	33:26.21	0	8DEEC7D7		Impish	1	4	9	2	17	16	0	Rock	32	M	M	M	M	
120374	120409	33:26.23	1	996C841C		Docile	0	3	11	4	27	19	23	Dragon	67	F	F	F	F	
120375	120394	33:26.25	2	8DEEC7D7		Impish	1	4	9	2	17	16	0	Rock	32	M	M	M	M	
120376	120621	33:26.26	0	65B67DEA		Brave	0	14	27	15	21	31	14	Psychic	59	M	M	M	M	
120377	120406	33:26.28	0	595A762E		Bashful	0	19	6	18	0	1	28	Steel	34	F	M	F	F	
120378	120477	33:26.30	1	6CF1C75A		Jolly	0	6	21	30	0	31	13	Grass	53	F	M	M	F	
120379	120488	33:26.31	0	8FB645A2		Mild	0	18	15	5	1	3	20	Psychic	52	M	M	M	F	
120380	120395	33:26.33	2	89248DEE		Sassy	0	0	17	16	23	29	8	Electric	40	M	M	M	M	
120381	120388	33:26.35	0	C790905A		Sassy	0	22	6	5	2	16	28	Fighting	42	F	M	M	F	
120382	120403	33:26.36	1	726BD7E5		Calm	1	28	3	27	17	29	14	Psychic	38	M	M	M	M	
120383	120386	33:26.38	1	9CF63F74		Gentle	0	26	2	4	28	17	16	Steel	31	F	M	M	F	
120384	120415	33:26.40	3	D4C885FE		Rash	0	22	13	21	2	20	17	Ground	40	M	M	M	M	
120385	120416	33:26.41	0	D5B6D4C8		Relaxed	0	17	2	20	21	29	18	Electric	36	M	M	M	M	
120386	120417	33:26.43	1	D051D5B6		Naughty	0	18	21	29	0	28	5	Ground	30	M	M	M	F	
120387	120398	33:26.45	2	04C276E8		Jolly	0	10	1	7	25	12	13	Steel	33	M	M	M	M	
120388	120621	33:26.46	1	65B67DEA		Brave	0	14	27	15	21	31	14	Psychic	59	M	M	M	M	
120389	120486	33:26.48	2	366FE0BE		Rash	0	2	13	17	29	3	22	Psychic	56	M	M	M	F	
120390	120411	33:26.50	0	4F771163		Quirky	1	15	10	3	29	22	19	Ghost	59	F	M	M	F	
120391	120394	33:26.51	1	8DEEC7D7		Impish	1	4	9	2	17	16	0	Rock	32	M	M	M	M	
120392	120405	33:26.53	1	762EEC7C		Lax	0	26	10	22	6	18	19	Flying	70	F	M	M	F	
120393	120482	33:26.55	2	687FD81B		Lax	1	14	5	7	8	11	25	Grass	53	F	F	F	F	
120394	120547	33:26.56	1	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120395	120434	33:26.58	0	3DC5ED06		Gentle	0	29	30	9	9	11	14	Psychic	56	F	F	F	F	
120396	120433	33:26.60	0	ED0656D8		Modest	0	5	14	15	30	9	29	Grass	43	M	M	M	M	
120397	120406	33:26.61	3	595A762E		Bashful	0	19	6	18	0	1	28	Steel	34	F	M	F	F	
120398	120431	33:26.63	1	E8687960		Adamant	0	24	22	21	8	27	6	Fire	56	F	M	M	F	
120399	120616	33:26.65	0	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120400	120403	33:26.66	1	726BD7E5		Calm	1	28	3	27	17	29	14	Psychic	38	M	M	M	M	
120401	120486	33:26.68	0	366FE0BE		Rash	0	2	13	17	29	3	22	Psychic	56	M	M	M	F	
120402	120439	33:26.70	1	E6FC87E5		Mild	1	17	9	14	8	26	1	Poison	52	M	M	M	M	
120403	120414	33:26.71	1	85FEDBB3		Modest	1	8	6	21	13	21	22	Psychic	36	M	M	M	F	
120404	120417	33:26.73	2	D051D5B6		Naughty	0	18	21	29	0	28	5	Ground	30	M	M	M	F	
120405	120480	33:26.75	1	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120406	120435	33:26.76	1	27DD3DC5		Bashful	1	14	9	11	6	26	5	Ground	63	M	M	M	M	
120407	120540	33:26.78	1	C2DE12D8		Calm	0	29	21	7	7	21	18	Ice	47	M	M	M	M	
120408	120533	33:26.80	1	0E72E65D		Lonely	1	31	11	9	18	28	21	Ground	42	F	M	M	F	
120409	120616	33:26.81	0	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120410	120435	33:26.83	1	27DD3DC5		Bashful	1	14	9	11	6	26	5	Ground	63	M	M	M	M	
120411	120426	33:26.85	1	DE610420		Hardy	0	5	22	2	4	4	2	Fighting	38	F	M	F	F	
120412	120435	33:26.86	1	27DD3DC5		Bashful	1	14	9	11	6	26	5	Ground	63	M	M	M	M	
120413	120500	33:26.88	1	9296F191		Brave	1	31	31	15	25	13	15	Dark	39	M	M	M	F	
120414	120437	33:26.90	1	68C52D2E		Sassy	0	5	31	1	23	25	28	Ice	41	F	M	F	F	
120415	120450	33:26.91	0	5DC7E266		Timid	0	9	31	19	10	8	22	Flying	49	F	M	M	F	
120416	120427	33:26.93	1	8AC5DE61		Naughty	1	2	4	4	16	3	3	Water	56	F	M	M	F	
120417	120462	33:26.95	0	8F3BDFE5		Naughty	1	6	20	21	1	30	15	Ghost	56	M	M	M	M	
120418	120457	33:26.96	0	065CF449		Calm	1	1	27	10	7	8	10	Rock	49	F	M	M	F	
120419	120616	33:26.98	1	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120420	120547	33:27.00	1	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120421	120482	33:27.01	1	687FD81B		Lax	1	14	5	7	8	11	25	Grass	53	F	F	F	F	
120422	120523	33:27.03	0	655B5C24		Bold	0	22	1	7	28	7	31	Grass	58	F	M	F	F	
120423	120488	33:27.05	0	8FB645A2		Mild	0	18	15	5	1	3	20	Psychic	52	M	M	M	F	
120424	120429	33:27.06	0	8E031082		Docile	0	0	11	30	3	26	8	Rock	64	M	M	M	F	
120425	120462	33:27.08	1	8F3BDFE5		Naughty	1	6	20	21	1	30	15	Ghost	56	M	M	M	M	
120426	120441	33:27.10	1	6901B931		Hardy	1	19	11	15	27	22	5	Steel	64	F	M	F	F	
120427	120616	33:27.11	0	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120428	120523	33:27.13	0	655B5C24		Bold	0	22	1	7	28	7	31	Grass	58	F	M	F	F	
120429	120442	33:27.15	0	3D736901		Sassy	1	5	27	22	15	29	9	Dragon	43	F	F	F	F	
120430	120443	33:27.16	1	DB653D73		Gentle	1	9	15	29	21	28	20	Bug	31	F	M	M	F	
120431	120520	33:27.18	1	6F3C6F50		Relaxed	0	10	18	19	1	23	4	Psychic	54	F	M	M	F	
120432	120545	33:27.20	3	9C085874		Adamant	0	21	15	5	27	28	25	Steel	41	F	M	M	F	
120433	120532	33:27.21	0	E65D4722		Jolly	0	18	19	3	11	9	31	Dragon	49	F	M	F	F	
120434	120523	33:27.23	1	655B5C24		Bold	0	22	1	7	28	7	31	Grass	58	F	M	F	F	
120435	120488	33:27.25	0	8FB645A2		Mild	0	18	15	5	1	3	20	Psychic	52	M	M	M	F	
120436	120443	33:27.26	0	DB653D73		Gentle	1	9	15	29	21	28	20	Bug	31	F	M	M	F	
120437	120496	33:27.28	1	B43A32AB		Naive	1	11	16	7	14	24	6	Flying	48	M	M	M	F	
120438	120451	33:27.30	0	CFE95DC7		Relaxed	1	22	10	8	29	29	30	Electric	36	M	M	M	M	
120439	120482	33:27.31	2	687FD81B		Lax	1	14	5	7	8	11	25	Grass	53	F	F	F	F	
120440	120467	33:27.33	0	855D03A2		Docile	0	20	21	16	13	7	29	Ice	50	M	M	M	F	
120441	120514	33:27.35	0	712167D9		Docile	1	27	23	13	27	18	29	Steel	62	M	M	M	M	
120442	120463	33:27.36	2	D6868F3B		Modest	1	15	1	30	26	18	30	Fighting	68	F	M	F	F	
120443	120450	33:27.38	0	5DC7E266		Timid	0	9	31	19	10	8	22	Flying	49	F	M	M	F	
120444	120497	33:27.40	1	1E0BB43A		Naive	0	6	14	24	12	28	17	Flying	31	F	M	F	F	
120445	120476	33:27.41	2	C75ACA2A		Adamant	0	17	7	27	21	30	6	Bug	59	F	M	F	F	
120446	120545	33:27.43	1	9C085874		Adamant	0	21	15	5	27	28	25	Steel	41	F	M	M	F	
120447	120480	33:27.45	1	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120448	120547	33:27.46	0	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120449	120520	33:27.48	1	6F3C6F50		Relaxed	0	10	18	19	1	23	4	Psychic	54	F	M	M	F	
120450	120481	33:27.50	1	D81B97A6		Hardy	0	31	3	26	5	7	14	Psychic	59	M	M	M	F	
120451	120500	33:27.51	0	9296F191		Brave	1	31	31	15	25	13	15	Dark	39	M	M	M	F	
120452	120503	33:27.53	0	7896372F		Sassy	1	13	16	14	24	9	7	Water	37	F	M	F	F	
120453	120480	33:27.55	0	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120454	120547	33:27.56	0	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120455	120472	33:27.58	4	63D4E930		Serious	0	29	29	17	9	26	19	Steel	55	F	M	F	F	
120456	120545	33:27.60	2	9C085874		Adamant	0	21	15	5	27	28	25	Steel	41	F	M	M	F	
120457	120464	33:27.61	0	782FD686		Bold	0	30	26	18	29	0	2	Ground	39	M	M	M	F	
120458	120533	33:27.63	0	0E72E65D		Lonely	1	31	11	9	18	28	21	Ground	42	F	M	M	F	
120459	120514	33:27.65	0	712167D9		Docile	1	27	23	13	27	18	29	Steel	62	M	M	M	M	
120460	120509	33:27.66	0	6A519029		Quiet	1	20	21	17	0	30	5	Ground	50	F	M	F	F	
120461	120466	33:27.68	0	03A2CB5E		Quiet	0	29	10	1	21	16	20	Bug	31	F	M	M	F	
120462	120475	33:27.70	0	CA2AE933		Bashful	1	26	26	17	7	27	17	Dragon	62	F	M	F	F	
120463	120466	33:27.71	1	03A2CB5E		Quiet	0	29	10	1	21	16	20	Bug	31	F	M	M	F	
120464	120485	33:27.73	0	E0BEAD19		Serious	1	15	19	13	13	17	2	Ice	36	F	F	F	F	
120465	120490	33:27.75	1	8C3415F2		Bold	0	25	9	9	24	27	5	Electric	50	M	M	M	M	
120466	120563	33:27.76	1	D4B79C00		Mild	0	17	28	26	31	22	30	Rock	68	F	F	F	F	
120467	120486	33:27.78	0	366FE0BE		Rash	0	2	13	17	29	3	22	Psychic	56	M	M	M	F	
120468	120507	33:27.80	1	AF6D8DEC		Docile	0	9	1	4	18	26	17	Poison	60	M	M	M	M	
120469	120490	33:27.81	1	8C3415F2		Bold	0	25	9	9	24	27	5	Electric	50	M	M	M	M	
120470	120487	33:27.83	2	45A2366F		Gentle	1	22	29	3	15	5	18	Psychic	48	F	M	M	F	
120471	120514	33:27.85	0	712167D9		Docile	1	27	23	13	27	18	29	Steel	62	M	M	M	M	
120472	120547	33:27.86	3	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120473	120480	33:27.88	1	97A67C0D		Quirky	1	27	0	22	3	26	31	Bug	68	F	F	F	F	
120474	120603	33:27.90	0	36C10AB6		Naughty	0	29	0	9	2	24	22	Flying	45	M	M	M	F	
120475	120482	33:27.91	4	687FD81B		Lax	1	14	5	7	8	11	25	Grass	53	F	F	F	F	
120476	120497	33:27.93	1	1E0BB43A		Naive	0	6	14	24	12	28	17	Flying	31	F	M	F	F	
120477	120488	33:27.95	0	8FB645A2		Mild	0	18	15	5	1	3	20	Psychic	52	M	M	M	F	
120478	120543	33:27.96	2	F5C1D4F2		Relaxed	0	20	3	22	0	7	8	Fire	54	M	M	M	M	
120479	120512	33:27.98	1	932D7805		Sassy	1	25	30	25	9	28	1	Ghost	31	F	F	F	F	
120480	120493	33:28.00	1	C2766F05		Careful	1	27	16	2	21	12	11	Bug	38	F	F	F	F	
120481	120616	33:28.01	0	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120482	120509	33:28.03	0	6A519029		Quiet	1	20	21	17	0	30	5	Ground	50	F	M	F	F	
120483	120532	33:28.05	1	E65D4722		Jolly	0	18	19	3	11	9	31	Dragon	49	F	M	F	F	
120484	120531	33:28.06	1	47225478		Lax	0	29	18	25	19	3	18	Psychic	66	F	M	M	F	
120485	120492	33:28.08	0	6F052539		Timid	1	22	19	16	16	2	27	Poison	57	F	M	F	F	
120486	120533	33:28.10	0	0E72E65D		Lonely	1	31	11	9	18	28	21	Ground	42	F	M	M	F	
120487	120538	33:28.11	0	E8E4CC47		Modest	1	24	22	4	22	16	30	Fighting	46	F	M	M	F	
120488	120605	33:28.13	0	E056A41D		Bashful	1	3	25	28	25	24	5	Ghost	30	F	F	F	F	
120489	120510	33:28.15	2	46B46A51		Quiet	1	5	0	30	25	4	13	Bug	32	F	M	M	F	
120490	120603	33:28.16	0	36C10AB6		Naughty	0	29	0	9	2	24	22	Flying	45	M	M	M	F	
120491	120612	33:28.18	2	DDBCE9A9		Gentle	1	19	1	2	17	12	30	Rock	38	M	M	M	F	
120492	120543	33:28.20	0	F5C1D4F2		Relaxed	0	20	3	22	0	7	8	Fire	54	M	M	M	M	
120493	120502	33:28.21	0	372F3FFF		Bold	1	22	4	30	16	14	13	Flying	53	M	M	M	M	
120494	120791	33:28.23	2	E7B1A71A		Gentle	0	30	19	22	13	7	14	Electric	59	F	F	F	F	
120495	120532	33:28.25	1	E65D4722		Jolly	0	18	19	3	11	9	31	Dragon	49	F	M	F	F	
120496	120563	33:28.26	1	D4B79C00		Mild	0	17	28	26	31	22	30	Rock	68	F	F	F	F	
120497	120516	33:28.28	0	CB7D36FB		Careful	1	28	31	0	13	29	22	Electric	36	M	M	M	M	
120498	120563	33:28.30	2	D4B79C00		Mild	0	17	28	26	31	22	30	Rock	68	F	F	F	F	
120499	120616	33:28.31	3	12B9778B		Lonely	1	17	15	26	27	28	11	Ghost	49	M	M	M	F	
120500	120547	33:28.33	1	F37995F5		Impish	1	9	0	14	18	10	30	Fighting	68	M	M	M	M	
120501	120694	33:28.35	0	A6F73F4C		Brave	0	13	22	0	3	23	7	Ice	66	F	M	M	F	
120502	120541	33:28.36	2	1EBDC2DE		Calm	0	18	7	21	14	29	1	Grass	42	M	M	M	M	
120503	120506	33:28.38	0	8DECA707		Hasty	1	13	27	11	1	4	9	Steel	33	F	F	F	F	
120504	120531	33:28.40	1	47225478		Lax	0	29	18	25	19	3	18	Psychic	66	F	M	M	F	
120505	120520	33:28.41	1	6F3C6F50		Relaxed	0	10	18	19	1	23	4	Psychic	54	F	M	M	F	
120506	120531	33:28.43	1	47225478		Lax	0	29	18	25	19	3	18	Psychic	66	F	M	M	F	
120507	120570	33:28.45	0	FB65D0E6		Bold	0	17	0	28	16	13	3	Water	35	M	M	M	M	
120508	120527	33:28.46	0	FD0031C8		Quiet	0	0	0	19	11	1	20	Psychic	42	M	M	M	M	
